J2000Q0,J2000Q1,J2000Q2,J2000Q3,AV1,AV2,AV3,ET
0.93804843038719,0.22423272222853,-0.019205996189168,0.26346908403168,2.16953065402914e-05,5.77684650957179e-05,1.2645257532093e-04,460575933.03343
