J2000X,J2000Y,J2000Z,J2000XV,J2000YV,J2000ZV,ET
-97.181168315524,10.090315207768,52.172790692329,5.93819367033212e-04,-6.61300398548651e-04,1.83756234061523e-04,460575933.03343
